index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
2006,['drama'],"['bomb', 'sex', 'jealousy', 'infidelity', 'obsession']",6.921263000000001,10827816,the end of the affair,6.6,55,"['ralphfiennes', 'stephenrea', 'juliannemoore', 'jamesbolam', 'ianhart']",neiljordan,bomb sex jealousy infidelity obsession ralphfiennes stephenrea juliannemoore jamesbolam ianhart drama neiljordan
2007,"['action', 'thriller']","['corruption', 'harleydavidson', 'drugdealer', 'losangeles', 'lasvegas']",12.869436,7434726,harley davidson and the marlboro man,6.1,82,"['mickeyrourke', 'donjohnson', 'chelseafield', 'danielbaldwin', 'giancarloesposito']",simonwincer,corruption harleydavidson drugdealer losangeles lasvegas mickeyrourke donjohnson chelseafield danielbaldwin giancarloesposito action thriller simonwincer
2008,"['history', 'drama', 'thriller', 'crime', 'mystery']","['fathersonrelationship', 'detective', 'warcrimes', 'patriotism', 'homicide']",15.676123,29541790,in the valley of elah,6.6,261,"['tommyleejones', 'charlizetheron', 'susansarandon', 'francesfisher', 'jamesfranco']",paulhaggis,fathersonrelationship detective warcrimes patriotism homicide tommyleejones charlizetheron susansarandon francesfisher jamesfranco history drama thriller crime mystery paulhaggis
2009,"['drama', 'history']","['fashiondesigner', 'womandirector']",8.426589,0,coco before chanel,6.6,246,"['audreytautou', 'benoîtpoelvoorde', 'alessandronivola', 'mariegillain', 'emmanuelledevos']",annefontaine,fashiondesigner womandirector audreytautou benoîtpoelvoorde alessandronivola mariegillain emmanuelledevos drama history annefontaine
2013,"['drama', 'action', 'history']","['assassination', 'martialarts', 'sword', 'bloodsplatter', 'impalement']",7.876883,5837674,bodyguards and assassins,6.5,57,"['donnieyen', 'wangxue-qi', 'tonyleungka-fai', 'nicholastse', 'hujun']",teddychan,assassination martialarts sword bloodsplatter impalement donnieyen wangxue-qi tonyleungka-fai nicholastse hujun drama action history teddychan
2014,"['horror', 'thriller']","['suicide', 'newyork', 'hotel', 'fire', 'hotelroom']",35.169779,94679598,1408,6.5,1343,"['johncusack', 'samuell.jackson', 'marymccormack', 'jasminejessicaanthony', 'tonyshalhoub']",mikaelhåfström,suicide newyork hotel fire hotelroom johncusack samuell.jackson marymccormack jasminejessicaanthony tonyshalhoub horror thriller mikaelhåfström
2015,"['comedy', 'sciencefiction']","['android', 'lasergun', 'swordplay', 'temple', 'spacemarine']",39.890798,38119483,spaceballs,6.7,902,"['melbrooks', 'rickmoranis', 'billpullman', 'daphnezuniga', 'johncandy']",melbrooks,android lasergun swordplay temple spacemarine melbrooks rickmoranis billpullman daphnezuniga johncandy comedy sciencefiction melbrooks
2016,"['war', 'drama']","['istanbul', 'australia', 'postworldwari', 'farmer', 'missinginaction']",22.096286,15520023,the water diviner,6.8,431,"['russellcrowe', 'olgakurylenko', 'yılmazerdoğan', 'cemyılmaz', 'jaicourtney']",russellcrowe,istanbul australia postworldwari farmer missinginaction russellcrowe olgakurylenko yılmazerdoğan cemyılmaz jaicourtney war drama russellcrowe
2017,"['fantasy', 'drama', 'thriller', 'mystery', 'romance']","['corruption', 'fortuneteller', 'moneytransfer', 'moneylaundering', 'pottery']",41.967005,505000000,ghost,6.9,1339,"['patrickswayze', 'demimoore', 'whoopigoldberg', 'tonygoldwyn', 'vincentschiavelli']",jerryzucker,corruption fortuneteller moneytransfer moneylaundering pottery patrickswayze demimoore whoopigoldberg tonygoldwyn vincentschiavelli fantasy drama thriller mystery romance jerryzucker
2018,"['romance', 'comedy']","['surgeon', 'stalker', 'romanticcomedy', 'dreamgirl', 'taboo']",57.110486,369884651,there's something about mary,6.5,1590,"['camerondiaz', 'benstiller', 'mattdillon', 'leeevans', 'chriselliott']",peterfarrelly,surgeon stalker romanticcomedy dreamgirl taboo camerondiaz benstiller mattdillon leeevans chriselliott romance comedy peterfarrelly
2019,"['fantasy', 'drama', 'comedy', 'family']","['holiday', 'christmasparty', 'santaclaus', 'deal', 'christmastree']",16.234053,189833357,the santa clause,6.3,489,"['timallen', 'judgereinhold', 'wendycrewson', 'davidkrumholtz', 'peterboyle']",johnpasquin,holiday christmasparty santaclaus deal christmastree timallen judgereinhold wendycrewson davidkrumholtz peterboyle fantasy drama comedy family johnpasquin
2020,"['drama', 'family']","['fathersonrelationship', 'baseball', 'sportsteam', 'sport', ""life'sdream""]",11.263361,75597042,the rookie,6.5,110,"['dennisquaid', 'rachelgriffiths', 'bethgrant', 'angust.jones', 'briancox']",johnleehancock,fathersonrelationship baseball sportsteam sport life'sdream dennisquaid rachelgriffiths bethgrant angust.jones briancox drama family johnleehancock
2022,"['drama', 'romance']","['farewell', 'adultery', 'loveatfirstsight', 'photographer', 'wifehusbandrelationship']",17.606087,182016617,the bridges of madison county,7.3,385,"['merylstreep', 'clinteastwood', 'anniecorley', 'victorslezak', 'jimhaynie']",clinteastwood,farewell adultery loveatfirstsight photographer wifehusbandrelationship merylstreep clinteastwood anniecorley victorslezak jimhaynie drama romance clinteastwood
2024,"['drama', 'history']","['muslim', 'indianlead', 'demonstration', 'worldwarii', 'imprisonment']",35.227212,77737889,gandhi,7.4,716,"['benkingsley', 'candicebergen', 'edwardfox', 'johngielgud', 'trevorhoward']",richardattenborough,muslim indianlead demonstration worldwarii imprisonment benkingsley candicebergen edwardfox johngielgud trevorhoward drama history richardattenborough
2025,['drama'],"['france', 'basedonnovel', 'indianlead', 'restaurant', 'family']",27.898438,88880821,the hundred-foot journey,7.3,508,"['helenmirren', 'manishdayal', 'ompuri', 'charlottelebon', 'rohanchand']",lassehallström,france basedonnovel indianlead restaurant family helenmirren manishdayal ompuri charlottelebon rohanchand drama lassehallström
2027,['drama'],"['fosterparents', 'probono', 'newbaby', 'socialservices', 'learning']",26.071644,92542418,i am sam,7.2,530,"['seanpenn', 'michellepfeiffer', 'diannewiest', 'dakotafanning', 'richardschiff']",jessienelson,fosterparents probono newbaby socialservices learning seanpenn michellepfeiffer diannewiest dakotafanning richardschiff drama jessienelson
2029,"['fantasy', 'action', 'thriller']","['budapest', 'subway', ""loveofone'slife"", 'vampire', 'bite']",81.829237,95708457,underworld,6.6,2512,"['katebeckinsale', 'scottspeedman', 'michaelsheen', 'shanebrolly', 'billnighy']",lenwiseman,budapest subway loveofone'slife vampire bite katebeckinsale scottspeedman michaelsheen shanebrolly billnighy fantasy action thriller lenwiseman
2030,"['drama', 'thriller']","['prison', 'chicago', 'rape', 'basedonnovel', 'hotelroom']",17.7091,57479076,derailed,6.1,319,"['cliveowen', 'jenniferaniston', 'vincentcassel', 'melissageorge', 'addisontimlin']",mikaelhåfström,prison chicago rape basedonnovel hotelroom cliveowen jenniferaniston vincentcassel melissageorge addisontimlin drama thriller mikaelhåfström
2032,"['drama', 'romance']","['bachelor', 'strokeoffate', 'brother', 'oxford', 'author']",5.609755000000001,0,shadowlands,6.8,61,"['anthonyhopkins', 'debrawinger', 'johnwood', 'julianfellowes', 'roddymaude-roxby']",richardattenborough,bachelor strokeoffate brother oxford author anthonyhopkins debrawinger johnwood julianfellowes roddymaude-roxby drama romance richardattenborough
2034,['comedy'],"['remake', 'spermdonor']",30.114383,51164106,delivery man,6.2,551,"['vincevaughn', 'cobiesmulders', 'chrispratt', 'brittrobertson', 'jackreynor']",kenscott,remake spermdonor vincevaughn cobiesmulders chrispratt brittrobertson jackreynor comedy kenscott
2038,"['thriller', 'drama', 'crime', 'romance']","['distrust', 'intolerance', 'punkrock', 'italianamerican', 'summer']",3.7078900000000004,0,summer of sam,6.3,112,"['johnleguizamo', 'adrienbrody', 'mirasorvino', 'jenniferesposito', 'anthonylapaglia']",spikelee,distrust intolerance punkrock italianamerican summer johnleguizamo adrienbrody mirasorvino jenniferesposito anthonylapaglia thriller drama crime romance spikelee
2039,['comedy'],"['filmmaking', 'jayandsilentbob', 'selfmocking', 'characterissubjectofcomic', 'referencetoprincevaliant']",21.865021,33788161,jay and silent bob strike back,6.4,480,"['kevinsmith', 'jasonmewes', 'benaffleck', 'jeffanderson', ""briano'halloran""]",kevinsmith,filmmaking jayandsilentbob selfmocking characterissubjectofcomic referencetoprincevaliant kevinsmith jasonmewes benaffleck jeffanderson briano'halloran comedy kevinsmith
2043,"['action', 'thriller']","['basedonnovel', 'drugdealer', 'ex-cop', 'ruralsetting', 'undercovercop']",35.737655,43058898,homefront,6.4,875,"['jasonstatham', 'jamesfranco', 'izabelavidovic', 'winonaryder', 'rachellelefevre']",garyfleder,basedonnovel drugdealer ex-cop ruralsetting undercovercop jasonstatham jamesfranco izabelavidovic winonaryder rachellelefevre action thriller garyfleder
2044,"['family', 'horror']","['basedonnovel', 'vampire', 'bite', 'independentfilm', 'fangvamp']",4.365196,13555988,the little vampire,6.1,77,"['richarde.grant', 'jonathanlipnicki', 'jimcarter', 'alicekrige', 'pamelagidley']",uliedel,basedonnovel vampire bite independentfilm fangvamp richarde.grant jonathanlipnicki jimcarter alicekrige pamelagidley family horror uliedel
2045,"['comedy', 'romance']","['sex', 'detective', 'jealousy', 'humor', 'protest']",14.925633,0,i heart huckabees,6.2,239,"['jasonschwartzman', 'dustinhoffman', 'lilytomlin', 'judelaw', 'markwahlberg']",davido.russell,sex detective jealousy humor protest jasonschwartzman dustinhoffman lilytomlin judelaw markwahlberg comedy romance davido.russell
2052,"['drama', 'thriller', 'war']","['inlovewithenemy', 'netherlands', 'worldwarii', 'prosecution']",13.906610999999998,26193068,black book,7.2,277,"['caricevanhouten', 'sebastiankoch', 'thomhoffman', 'halinareijn', 'waldemarkobus']",paulverhoeven,inlovewithenemy netherlands worldwarii prosecution caricevanhouten sebastiankoch thomhoffman halinareijn waldemarkobus drama thriller war paulverhoeven
2053,"['romance', 'drama', 'history', 'war', 'music']","['holiday', 'worldwari', 'hostility', 'singer', 'singing']",13.960945,17709155,joyeux noël,7.2,212,"['dianekruger', 'nataliedessay', 'bennofürmann', 'guillaumecanet', 'garylewis']",christiancarion,holiday worldwari hostility singer singing dianekruger nataliedessay bennofürmann guillaumecanet garylewis romance drama history war music christiancarion
2056,"['mystery', 'thriller']","['amnesia', 'therapist', 'aggression', 'hospital', 'flashback']",48.784734,15447154,before i go to sleep,6.2,659,"['nicolekidman', 'colinfirth', 'markstrong', 'anne-marieduff', 'jinglusi']",rowanjoffe,amnesia therapist aggression hospital flashback nicolekidman colinfirth markstrong anne-marieduff jinglusi mystery thriller rowanjoffe
2057,"['action', 'thriller', 'adventure']","['dynamite', 'carjourney', 'nicaragua', 'criminal', 'bandit']",9.088208999999999,12000000,sorcerer,7.4,98,"['royscheider', 'brunocremer', 'franciscorabal', 'amidou', 'ramonbieri']",williamfriedkin,dynamite carjourney nicaragua criminal bandit royscheider brunocremer franciscorabal amidou ramonbieri action thriller adventure williamfriedkin
2059,"['romance', 'drama', 'comedy']",['playwright'],4.61335,0,moliere,6.7,45,"['romainduris', 'fabriceluchini', 'edouardbaer', 'ludivinesagnier', 'lauramorante']",laurenttirard,playwright romainduris fabriceluchini edouardbaer ludivinesagnier lauramorante romance drama comedy laurenttirard
2060,"['thriller', 'drama', 'crime']","['prison', 'brotherbrotherrelationship', 'drugdealer', 'brother', 'revenge']",29.230297999999998,15400000,out of the furnace,6.5,720,"['christianbale', 'zoesaldana', 'woodyharrelson', 'samshepard', 'willemdafoe']",scottcooper,prison brotherbrotherrelationship drugdealer brother revenge christianbale zoesaldana woodyharrelson samshepard willemdafoe thriller drama crime scottcooper
2061,"['drama', 'mystery', 'crime']","['killing', 'restaurant', 'chambersofabarrister', 'scandal', 'pretendedsuicide']",18.961323,92991835,michael clayton,6.5,501,"['georgeclooney', 'tomwilkinson', 'tildaswinton', 'sydneypollack', ""michaelo'keefe""]",tonygilroy,killing restaurant chambersofabarrister scandal pretendedsuicide georgeclooney tomwilkinson tildaswinton sydneypollack michaelo'keefe drama mystery crime tonygilroy
2062,"['comedy', 'drama']","['whitehouse', 'usapresident', 'nationalsecurityagency(nsa)', 'danger', 'sable']",2.8093779999999997,0,my fellow americans,6.3,46,"['jacklemmon', 'jamesgarner', 'danaykroyd', 'johnheard', 'wilfordbrimley']",petersegal,whitehouse usapresident nationalsecurityagency(nsa) danger sable jacklemmon jamesgarner danaykroyd johnheard wilfordbrimley comedy drama petersegal
2063,"['drama', 'thriller', 'mystery']","['bomb', 'terrorist', 'fbi', 'professor', 'paranoia']",12.819447,0,arlington road,7.0,239,"['jeffbridges', 'timrobbins', 'joancusack', 'hopedavis', 'robertgossett']",markpellington,bomb terrorist fbi professor paranoia jeffbridges timrobbins joancusack hopedavis robertgossett drama thriller mystery markpellington
2067,"['animation', 'comedy', 'music']","['gay', 'mountrushmorenationalmemorial', 'swearword', 'mephisto', 'hell']",27.197799,0,"south park: bigger, longer & uncut",7.1,893,"['treyparker', 'mattstone', 'marykaybergman', 'isaachayes', 'georgeclooney']",treyparker,gay mountrushmorenationalmemorial swearword mephisto hell treyparker mattstone marykaybergman isaachayes georgeclooney animation comedy music treyparker
2068,"['comedy', 'drama']","['brotherbrotherrelationship', 'farewell', 'fathersonrelationship', 'agedifference', 'parentskidsrelationship']",20.410354,46,death at a funeral,6.9,497,"['matthewmacfadyen', 'keeleyhawes', 'andynyman', 'ewenbremner', 'daisydonovan']",frankoz,brotherbrotherrelationship farewell fathersonrelationship agedifference parentskidsrelationship matthewmacfadyen keeleyhawes andynyman ewenbremner daisydonovan comedy drama frankoz
2070,"['comedy', 'romance']",['gay'],5.683281,40222729,hardball,6.3,123,"['keanureeves', 'dianelane', 'michaelb.jordan', 'd.b.sweeney', 'johnhawkes']",brianrobbins,gay keanureeves dianelane michaelb.jordan d.b.sweeney johnhawkes comedy romance brianrobbins
2071,"['drama', 'comedy', 'romance']","['dancing', 'philadelphia', 'running', 'basedonnovel', 'depression']",63.599973,205738714,silver linings playbook,6.9,4742,"['bradleycooper', 'jenniferlawrence', 'robertdeniro', 'jackiweaver', 'christucker']",davido.russell,dancing philadelphia running basedonnovel depression bradleycooper jenniferlawrence robertdeniro jackiweaver christucker drama comedy romance davido.russell
2072,"['crime', 'drama']","['blackpeople', 'basedonnovel', 'holocaust', 'ghetto', 'diary']",17.746980999999998,41170784,freedom writers,7.5,356,"['hilaryswank', 'scottglenn', 'imeldastaunton', 'patrickdempsey', 'mario']",richardlagravenese,blackpeople basedonnovel holocaust ghetto diary hilaryswank scottglenn imeldastaunton patrickdempsey mario crime drama richardlagravenese
2073,['drama'],"['femalenudity', 'poem', 'rape', 'love', 'domesticviolence']",1.9345240000000001,37000000,for colored girls,7.0,22,"['kimberlyelise', 'janetjackson', 'lorettadevine', 'thandienewton', 'anikanonirose']",tylerperry,femalenudity poem rape love domesticviolence kimberlyelise janetjackson lorettadevine thandienewton anikanonirose drama tylerperry
2074,"['action', 'crime', 'thriller']","['carjourney', 'transportation', 'auto', 'humantrafficking']",34.433521,43928932,the transporter,6.6,1692,"['jasonstatham', 'shuqi', 'françoisberléand', 'mattschulze', 'ricyoung']",coreyyuenkwai,carjourney transportation auto humantrafficking jasonstatham shuqi françoisberléand mattschulze ricyoung action crime thriller coreyyuenkwai
2075,"['drama', 'action']","['rebel', 'martialarts', 'underground', 'fight', 'training']",26.21425,41627431,never back down,6.4,497,"['seanfaris', 'amberheard', 'camgigandet', 'djimonhounsou', 'evanpeters']",jeffwadlow,rebel martialarts underground fight training seanfaris amberheard camgigandet djimonhounsou evanpeters drama action jeffwadlow
2077,"['drama', 'comedy', 'romance']","['interracialrelationship', 'deadfather', 'referencetobobdylan', 'biracial', 'bedtimestory']",10.135589999999999,14899417,away we go,6.7,189,"['johnkrasinski', 'mayarudolph', 'carmenejogo', ""catherineo'hara"", 'jeffdaniels']",sammendes,interracialrelationship deadfather referencetobobdylan biracial bedtimestory johnkrasinski mayarudolph carmenejogo catherineo'hara jeffdaniels drama comedy romance sammendes
